Hex,Term,Lab A,Lab B,lab L
#c00018,red,65,45,40
#c6523e,red,45,35,50
#c6000e,red,70,50,40
#c4534f,red,45,25,50
#c4362b,red,55,40,45
#c4002a,red,70,35,40
#c3003a,red,70,25,40
#c2373c,red,55,30,45
#c0384c,red,55,20,45
#c0000c,red,65,50,40
#c94d58,red,50,20,50
#c92d34,red,60,35,45
#c82e3c,red,60,30,45
#c72e45,red,60,25,45
#c62f4d,red,60,20,45
#c52f55,red,60,15,45
#bf5846,red,40,30,50
#bf3854,red,55,15,45
#bf0021,red,65,40,40
#bf012a,red,65,35,40
#bf3e15,red,50,50,45
#be0332,red,65,30,40
#be3e20,red,50,45,45
#be3e2a,red,50,40,45
#bd584f,red,40,25,50
#bd043a,red,65,25,40
#bd3e33,red,50,35,45
#bc5857,red,40,20,50
#bc0542,red,65,20,40
#bc3f3b,red,50,30,45
#bb1900,red,60,55,40
#bb0749,red,65,15,40
#bb190a,red,60,50,40
#bb3f44,red,50,25,45
#ba3f4c,red,50,20,45
#ba1a20,red,60,40,40
#ba1a17,red,60,45,40
#b84529,red,45,40,45
#b84054,red,50,15,45
#b74532,red,45,35,45
#b54643,red,45,25,45
#b52608,red,55,50,40
#b52600,red,55,55,40
#b42720,red,55,40,40
#b42716,red,55,45,40
#b32831,red,55,30,40
#b32728,red,55,35,40
#b24654,red,45,15,45
#b22839,red,55,25,40
#b12941,red,55,20,40
#b03000,red,50,55,40
#b02949,red,55,15,40
#b8451f,red,45,45,45
#b6453b,red,45,30,45
#b4464c,red,45,20,45
#b91a29,red,60,35,40
#b81c39,red,60,25,40
#b81b31,red,60,30,40
#b71c41,red,60,20,40
#b55d57,red,35,20,50
#b51d49,red,60,15,40
#b04b3b,red,40,30,45
#af3014,red,50,45,40
#af3007,red,50,50,40
#af4b43,red,40,25,45
#ae3028,red,50,35,40
#ae301f,red,50,40,40
#ad3130,red,50,30,40
#ad0037,red,65,20,35
#ad4c4b,red,40,20,45
#ac3138,red,50,25,40
#ac003e,red,65,15,35
#ac4c54,red,40,15,45
#ab3141,red,50,20,40
#ab0000,red,60,50,35
#aa3248,red,50,15,40
#aa0016,red,60,40,35
#aa000b,red,60,45,35
#aa4c5c,red,40,10,45
#a93713,red,45,45,40
#a93705,red,45,50,40
#a90027,red,60,30,35
#a83827,red,45,35,40
#a83250,red,50,10,40
#a73830,red,45,30,40
#a70036,red,60,20,35
#a63838,red,45,25,40
#a55153,red,35,15,45
#a53940,red,45,20,40
#a51409,red,55,45,35
#a51300,red,55,50,35
#a43948,red,45,15,40
#a41415,red,55,40,35
#a31526,red,55,30,35
#a21636,red,55,20,35
#a02100,red,50,50,35
#a9001e,red,60,35,35
#a8381e,red,45,40,40
#a8002e,red,60,25,35
#a6003e,red,60,15,35
#a4151e,red,55,35,35
#a3162e,red,55,25,35
#a1173d,red,55,15,35
#a23a50,red,45,10,40
#a13e2f,red,40,30,40
#a03f38,red,40,25,40
#950013,red,55,35,30
#950009,red,55,40,30
#950000,red,55,45,30
#930023,red,55,25,30
#923124,red,40,30,35
#920032,red,55,15,30
#903235,red,40,20,35
#810000,red,50,40,25
#800011,red,50,30,25
#800006,red,50,35,25
#94001c,red,55,30,30
#93002b,red,55,20,30
#91322d,red,40,25,35
#84241a,red,40,30,30
#992a13,red,45,40,35
#992a1c,red,45,35,35
#982a25,red,45,30,35
#972b2d,red,45,25,35
#962b35,red,45,20,35
#900e08,red,50,40,30
#900e00,red,50,45,30
#891c1a,red,45,30,30
#881c23,red,45,25,30
#9f2114,red,50,40,35
#9f2108,red,50,45,35
#9f3f40,red,40,20,40
#9e2226,red,50,30,35
#9e211d,red,50,35,35
#9d222e,red,50,25,35
#9d3f48,red,40,15,40
#9c2335,red,50,20,35
#9b233d,red,50,15,35
#9a2a06,red,45,45,35
#9a2a00,red,45,50,35
#8f0f12,red,50,35,30
#8f0f1b,red,50,30,30
#8e1023,red,50,25,30
#8d102b,red,50,20,30
#8b1b00,red,45,45,30
#8a1c12,red,45,35,30
#8a1b07,red,45,40,30
#7f0019,red,50,25,25
#7b0905,red,45,35,25
#7b0900,red,45,40,25
#7a0910,red,45,30,25
#6d0000,red,45,35,20
#ed33ff,purple,90,-65,60
#ea3ffc,purple,85,-60,60
#e600f7,purple,95,-65,55
#e541ff,purple,85,-65,60
#e313ee,purple,90,-60,55
#e169ff,purple,70,-60,65
#e100ff,purple,95,-70,55
#e086ff,purple,55,-50,70
#e028e5,purple,85,-55,55
#e24afc,purple,80,-60,60
#df51f3,purple,75,-55,60
#de19f7,purple,90,-65,55
#dd6eff,purple,65,-55,65
#dd4bff,purple,80,-65,60
#dc58ea,purple,70,-50,60
#dc35dc,purple,80,-50,55
#dc8bfe,purple,50,-45,70
#db2bee,purple,85,-60,55
#da73f8,purple,60,-50,65
#da53fc,purple,75,-60,60
#d837e5,purple,80,-55,55
#d800d7,purple,90,-55,50
#d759f3,purple,70,-55,60
#d678ef,purple,55,-45,65
#d574ff,purple,60,-55,65
#d554ff,purple,75,-65,60
#d547ca,purple,70,-40,55
#d540dc,purple,75,-50,55
#d422ff,purple,90,-75,55
#d400ce,purple,85,-50,50
#d339ee,purple,80,-60,55
#d300df,purple,90,-60,50
#d179f8,purple,55,-50,65
#d148d3,purple,70,-45,55
#d130ff,purple,85,-70,55
#d129b4,purple,75,-35,50
#d065e1,purple,60,-45,60
#d042e5,purple,75,-55,55
#d003d6,purple,85,-55,50
#d93fd3,purple,75,-45,55
#d91eff,purple,90,-70,55
#d85ee1,purple,65,-45,60
#d78bff,purple,50,-50,70
#d62df6,purple,85,-65,55
#d45fea,purple,65,-50,60
#d38ffd,purple,45,-45,70
#d37ce6,purple,50,-40,65
#d25bfc,purple,70,-60,60
#d11cc5,purple,80,-45,50
#cf80dd,purple,45,-35,65
#cf75ff,purple,60,-60,65
#cf60f3,purple,65,-55,60
#cf00e8,purple,90,-65,50
#ce90ff,purple,45,-50,70
#ce7def,purple,50,-45,65
#ce4fca,purple,65,-40,55
#ce3bf6,purple,80,-65,55
#ce2bbc,purple,75,-40,50
#cd49dc,purple,70,-50,55
#cd34ab,purple,70,-30,50
#cd6ad8,purple,55,-40,60
#cd1fce,purple,80,-50,50
#cc7aff,purple,55,-55,65
#cc5cff,purple,70,-65,60
#cc0bdf,purple,85,-60,50
#cb84d4,purple,40,-30,65
#cb66ea,purple,60,-50,60
#cb43ed,purple,75,-60,55
#cb33ff,purple,85,-75,55
#ca81e6,purple,45,-40,65
#ca55c1,purple,60,-35,55
#ca50d3,purple,65,-45,55
#ca35b4,purple,70,-35,50
#ca00f1,purple,90,-70,50
#ca2dc5,purple,75,-45,50
#c5089e,purple,75,-30,45
#c972bd,purple,45,-25,60
#c962fc,purple,65,-60,60
#c922d6,purple,80,-55,50
#c900a6,purple,80,-35,45
#c788cb,purple,35,-25,65
#c712e8,purple,85,-65,50
#c685dd,purple,40,-35,65
#c667f3,purple,60,-55,60
#c656ca,purple,60,-40,55
#c645f6,purple,75,-65,55
#c637bc,purple,70,-40,50
#c600af,purple,80,-40,45
#c582ef,purple,45,-45,65
#c576b5,purple,40,-20,60
#c573c6,purple,45,-30,60
#c551dc,purple,65,-50,55
#c425df,purple,80,-60,50
#c400fa,purple,90,-75,50
#c363ff,purple,65,-65,60
#c345a3,purple,60,-25,50
#c338c5,purple,70,-45,50
#c289d4,purple,35,-30,65
#c257d3,purple,60,-45,55
#c218f1,purple,85,-70,50
#c200b7,purple,80,-45,45
#c186e6,purple,40,-40,65
#c177bd,purple,40,-25,60
#c173cf,purple,45,-35,60
#c131d6,purple,75,-55,50
#c100c8,purple,85,-55,45
#c068fc,purple,60,-60,60
#c052e4,purple,65,-55,55
#c047ff,purple,75,-70,55
#c96ecf,purple,50,-35,60
#c93dff,purple,80,-70,55
#c93da3,purple,65,-25,50
#c87ef8,purple,50,-50,65
#c86be1,purple,55,-45,60
#c84be4,purple,70,-55,55
#c67bff,purple,55,-60,65
#c65ab9,purple,55,-30,55
#c63eab,purple,65,-30,50
#c62fce,purple,75,-50,50
#c46fd8,purple,50,-40,60
#c38bc2,purple,30,-20,65
#c37fff,purple,50,-55,65
#c36bea,purple,55,-50,60
#c34ced,purple,70,-60,55
#c33fff,purple,80,-75,55
#c33fb4,purple,65,-35,50
#c25fb0,purple,50,-25,55
#c25bc1,purple,55,-35,55
#c20da6,purple,75,-35,45
#c17aac,purple,35,-15,60
#c11e96,purple,70,-25,45
#bf209e,purple,70,-30,45
#bf83f8,purple,45,-50,65
#bf70e1,purple,50,-45,60
#bf60b8,purple,50,-30,55
#bf46ab,purple,60,-30,50
#bf40bc,purple,65,-40,50
#bf28e8,purple,80,-65,50
#bf11af,purple,75,-40,45
#bf4b9a,purple,55,-20,50
#be64a7,purple,45,-20,55
#be00ff,purple,90,-80,50
#be00c0,purple,80,-50,45
#be5cca,purple,55,-40,55
#be3acd,purple,70,-50,50
#be2b8d,purple,65,-20,45
#bd91a7,purple,20,-5,65
#bd89dd,purple,35,-35,65
#bd77c6,purple,40,-30,60
#bd58db,purple,60,-50,55
#bd00d1,purple,85,-60,45
#bd7ab4,purple,35,-20,60
#bd6cf3,purple,55,-55,60
#bd4ef6,purple,70,-65,55
#bc86ef,purple,40,-45,65
#bc74d8,purple,45,-40,60
#bc47b4,purple,60,-35,50
#bc33df,purple,75,-60,50
#bc7da3,purple,30,-10,60
#bc1cfa,purple,85,-75,50
#bb5192,purple,50,-15,50
#bb65b0,purple,45,-25,55
#bb61c1,purple,50,-35,55
#bb54ed,purple,65,-60,55
#bb41c5,purple,65,-45,50
#bb23a6,purple,70,-35,45
#bb15b7,purple,75,-45,45
#bb4ca2,purple,55,-25,50
#bb2c95,purple,65,-25,45
#ba3485,purple,60,-15,45
#ba689e,purple,40,-15,55
#ba71ea,purple,50,-50,60
#ba69ff,purple,60,-65,60
#ba49ff,purple,75,-75,55
#ba00c8,purple,80,-55,45
#ba5dd3,purple,55,-45,55
#ba3bd6,purple,70,-55,50
#ba2bf1,purple,80,-70,50
#b90089,purple,75,-25,40
#b65689,purple,45,-10,50
#b60091,purple,75,-30,40
#b50080,purple,70,-20,40
#b43695,purple,60,-25,45
#b38491,purple,20,0,60
#b35691,purple,45,-15,50
#b30099,purple,75,-35,40
#b30089,purple,70,-25,40
#b14274,purple,50,-5,45
#b11478,purple,65,-15,40
#b00091,purple,70,-30,40
#b8819a,purple,25,-5,60
#b8519a,purple,50,-20,50
#b7358d,purple,60,-20,45
#b1708d,purple,30,-5,55
#b1379e,purple,60,-30,45
#b0849a,purple,20,-5,60
#b0579a,purple,45,-20,50
#b984ff,purple,45,-55,65
#b878cf,purple,40,-35,60
#b859e4,purple,60,-55,55
#b848bc,purple,60,-40,50
#b825af,purple,70,-40,45
#b800d9,purple,85,-65,45
#b775e1,purple,45,-45,60
#b769a7,purple,40,-20,55
#b765b8,purple,45,-30,55
#b735e8,purple,75,-65,50
#b719c0,purple,75,-50,45
#b687f8,purple,40,-50,65
#b662ca,purple,50,-40,55
#b643cd,purple,65,-50,50
#b621ff,purple,85,-80,50
#b595a7,purple,15,-5,65
#b555f6,purple,65,-65,55
#b503d1,purple,80,-60,45
#b481a3,purple,25,-10,60
#b472f2,purple,50,-55,60
#b452a2,purple,50,-25,50
#b427b7,purple,70,-45,45
#b379d8,purple,40,-40,60
#b366c1,purple,45,-35,55
#b349c5,purple,60,-45,50
#b300e2,purple,85,-70,45
#b284ff,purple,45,-60,65
#b176e9,purple,45,-50,60
#b163d2,purple,50,-45,55
#b153ab,purple,50,-30,50
#b144d6,purple,65,-55,50
#b137f0,purple,75,-70,50
#b131ae,purple,65,-40,45
#b082ab,purple,25,-15,60
#b051ff,purple,70,-75,55
#b029bf,purple,70,-50,45
#b000a1,purple,75,-40,40
#b97eac,purple,30,-15,60
#b97bbd,purple,35,-25,60
#b88ae6,purple,35,-40,65
#b84dab,purple,55,-30,50
#b82e9e,purple,65,-30,45
#b76dfc,purple,55,-60,60
#b74fff,purple,70,-70,55
#b66c96,purple,35,-10,55
#b57eb4,purple,30,-20,60
#b55edb,purple,55,-50,55
#b53c7d,purple,55,-10,45
#b47cc6,purple,35,-30,60
#b44eb3,purple,55,-35,50
#b43ddf,purple,70,-60,50
#b42fa6,purple,65,-35,45
#b36d9e,purple,35,-15,55
#b36ab0,purple,40,-25,55
#b33c85,purple,55,-15,45
#b32df9,purple,80,-75,50
#b31cc8,purple,75,-55,45
#b28bef,purple,35,-45,65
#b25aed,purple,60,-60,55
#b25a81,purple,40,-5,50
#b07fbd,purple,30,-25,60
#b07ccf,purple,35,-35,60
#b06fff,purple,55,-65,60
#b04fbc,purple,55,-40,50
#b03d8d,purple,55,-20,45
#b00bd9,purple,80,-65,45
#af1680,purple,65,-20,40
#af437c,purple,50,-10,45
#af88ff,purple,40,-55,65
#af6da7,purple,35,-20,55
#af6ab8,purple,40,-30,55
#af5fe4,purple,55,-55,55
#af5b89,purple,40,-10,50
#af3fe8,purple,70,-65,50
#ae7196,purple,30,-10,55
#ae79e0,purple,40,-45,60
#ae73fb,purple,50,-60,60
#ae67ca,purple,45,-40,55
#ae56ff,purple,65,-70,55
#ae4acd,purple,60,-50,50
#ae1fd1,purple,75,-60,45
#ad7484,purple,25,0,55
#ad2270,purple,60,-10,40
#ad0599,purple,70,-35,40
#ad486c,purple,45,0,45
#ad58a2,purple,45,-25,50
#ad54b3,purple,50,-35,50
#ad38a6,purple,60,-35,45
#ad32b7,purple,65,-45,45
#ad30ff,purple,80,-80,50
#ad00eb,purple,85,-75,45
#ad5f78,purple,35,0,50
#ad3e95,purple,55,-25,45
#ac4385,purple,50,-15,45
#ac1888,purple,65,-25,40
#ac85a3,purple,20,-10,60
#ac82b4,purple,25,-20,60
#ac80c6,purple,30,-30,60
#ac64db,purple,50,-50,55
#ac46df,purple,65,-60,50
#ac00a9,purple,75,-45,40
#ac8bf8,purple,35,-50,65
#ac5c91,purple,40,-15,50
#ab4874,purple,45,-5,45
#ab2378,purple,60,-15,40
#ab719e,purple,30,-15,55
#ab76f2,purple,45,-55,60
#ab50c4,purple,55,-45,50
#ab39f9,purple,75,-75,50
#ab12e2,purple,80,-70,45
#ab6eaf,purple,35,-25,55
#ab5f80,purple,35,-5,50
#ab5cf6,purple,60,-65,55
#ab2bc8,purple,70,-55,45
#aa748d,purple,25,-5,55
#aa7dd7,purple,35,-40,60
#aa6bc1,purple,40,-35,55
#aa3f9d,purple,55,-30,45
#a86089,purple,35,-10,50
#a82580,purple,60,-20,40
#a67495,purple,25,-10,55
#a66378,purple,30,0,50
#a64595,purple,50,-25,45
#a62688,purple,60,-25,40
#a57784,purple,20,0,55
#a56091,purple,35,-15,50
#a54984,purple,45,-15,45
#a53460,purple,50,0,40
#a46380,purple,30,-5,50
#a33468,purple,50,-5,40
#a32890,purple,60,-30,40
#a16489,purple,30,-10,50
#a16199,purple,35,-20,50
#a13570,purple,50,-10,40
#a00074,purple,65,-20,35
#a9448d,purple,50,-20,45
#a8497c,purple,45,-10,45
#a7889a,purple,15,-5,60
#a3759e,purple,25,-15,55
#a3469d,purple,50,-30,45
#a3006c,purple,65,-15,35
#a2788d,purple,20,-5,55
#a0526c,purple,35,0,45
#a968d2,purple,45,-45,55
#a960ed,purple,55,-60,55
#a958ab,purple,45,-30,50
#a885ab,purple,20,-15,60
#a883bd,purple,25,-25,60
#a855bc,purple,50,-40,50
#a841f0,purple,70,-70,50
#a834bf,purple,65,-50,45
#a822d9,purple,75,-65,45
#a800b2,purple,75,-50,40
#a789ff,purple,40,-60,65
#a772a7,purple,30,-20,55
#a758ff,purple,65,-75,55
#a700c3,purple,80,-60,40
#a680cf,purple,30,-35,60
#a674ff,purple,50,-65,60
#a665e4,purple,50,-55,55
#a651cd,purple,55,-50,50
#a647e7,purple,65,-65,50
#a640a6,purple,55,-35,45
#a600f4,purple,85,-80,45
#a559b3,purple,45,-35,50
#a477fb,purple,45,-60,60
#a417eb,purple,80,-75,45
#a400ba,purple,75,-55,40
#a388a2,purple,15,-10,60
#a386b4,purple,20,-20,60
#a383c6,purple,25,-30,60
#a372af,purple,30,-25,55
#a369db,purple,45,-50,55
#a356c4,purple,50,-45,50
#a335c8,purple,65,-55,45
#a261f6,purple,55,-65,55
#a241ae,purple,55,-40,45
#a225e2,purple,75,-70,45
#a181d7,purple,30,-40,60
#a152d6,purple,55,-55,50
#a143f9,purple,70,-75,50
#a113b2,purple,70,-50,40
#a100cb,purple,80,-65,40
#a95c9a,purple,40,-20,50
#a94cd6,purple,60,-55,50
#a93aae,purple,60,-40,45
#a92c68,purple,55,-5,40
#a91a90,purple,65,-30,40
#a90aa1,purple,70,-40,40
#a77ae9,purple,40,-50,60
#a76fb8,purple,35,-30,55
#a72d70,purple,55,-10,40
#a64d6c,purple,40,0,45
#a62dd1,purple,70,-60,45
#a61d99,purple,65,-35,40
#a56cc9,purple,40,-40,55
#a55da2,purple,40,-25,50
#a53bb7,purple,60,-45,45
#a52e78,purple,55,-15,40
#a50fa9,purple,70,-45,40
#a48cff,purple,35,-55,65
#a47ee0,purple,35,-45,60
#a45dff,purple,60,-70,55
#a44e74,purple,40,-5,45
#a34ddf,purple,60,-60,50
#a33bff,purple,75,-80,50
#a26fc1,purple,35,-35,55
#a24a8d,purple,45,-20,45
#a22f80,purple,55,-20,40
#a21fa1,purple,65,-40,40
#a17bf2,purple,40,-55,60
#a15dab,purple,40,-30,50
#a14e7c,purple,40,-10,45
#a06cd2,purple,40,-45,55
#a05abc,purple,45,-40,50
#a03cbf,purple,60,-50,45
#a03a58,purple,45,5,40
#a02fd9,purple,70,-65,45
#996888,purple,25,-10,50
#996599,purple,30,-20,50
#985095,purple,40,-25,45
#984060,purple,40,0,40
#983888,purple,50,-25,40
#983298,purple,55,-35,40
#975484,purple,35,-15,45
#972554,purple,50,0,35
#965774,purple,30,-5,45
#964168,purple,40,-5,40
#956891,purple,25,-15,50
#953890,purple,50,-30,40
#944557,purple,35,5,40
#941483,purple,60,-30,35
#940393,purple,65,-40,35
#934270,purple,40,-10,40
#932764,purple,50,-10,35
#920050,purple,60,-5,30
#916999,purple,25,-20,50
#914278,purple,40,-15,40
#905884,purple,30,-15,45
#905595,purple,35,-25,45
#900058,purple,60,-10,30
#894098,purple,45,-35,40
#885995,purple,30,-25,45
#881448,purple,50,0,30
#873073,purple,45,-20,35
#871550,purple,50,-5,30
#864490,purple,40,-30,40
#863563,purple,40,-10,35
#862593,purple,55,-40,35
#860967,purple,55,-20,30
#860086,purple,65,-40,30
#860076,purple,60,-30,30
#851657,purple,50,-10,30
#843953,purple,35,0,35
#834888,purple,35,-25,40
#824598,purple,40,-35,40
#812050,purple,45,-5,30
#807099,purple,15,-20,50
#806273,purple,15,-5,45
#803673,purple,40,-20,35
#803283,purple,45,-30,35
#801967,purple,50,-20,30
#793883,purple,40,-30,35
#792367,purple,45,-20,30
#790044,purple,50,-5,25
#786384,purple,15,-15,45
#782857,purple,40,-10,30
#781486,purple,55,-40,30
#777399,purple,10,-20,50
#776194,purple,20,-25,45
#774253,purple,25,0,35
#773493,purple,45,-40,35
#760796,purple,60,-50,30
#750253,purple,50,-15,25
#750062,purple,55,-25,25
#735667,purple,15,-5,40
#735377,purple,20,-15,40
#735187,purple,25,-25,40
#732576,purple,45,-30,30
#724363,purple,25,-10,35
#724073,purple,30,-20,35
#704653,purple,20,0,35
#703248,purple,30,0,30
#694283,purple,30,-30,35
#691562,purple,45,-25,25
#685298,purple,25,-35,40
#680089,purple,60,-50,25
#672396,purple,50,-50,30
#672144,purple,35,-5,25
#670047,purple,50,-15,20
#660081,purple,55,-45,25
#653857,purple,25,-10,30
#653466,purple,30,-20,30
#651669,purple,45,-30,25
#650039,purple,45,-5,20
#643176,purple,35,-30,30
#640040,purple,45,-10,20
#634872,purple,20,-20,35
#630091,purple,60,-55,25
#622353,purple,35,-15,25
#620056,purple,50,-25,20
#615887,purple,15,-25,40
#614682,purple,25,-30,35
#612744,purple,30,-5,25
#611871,purple,45,-35,25
#610489,purple,55,-50,25
#610047,purple,45,-15,20
#591489,purple,50,-50,25
#584982,purple,20,-30,35
#582569,purple,35,-30,25
#581540,purple,35,-10,20
#561647,purple,35,-15,20
#561056,purple,40,-25,20
#553096,purple,40,-50,30
#553043,purple,20,-5,25
#552179,purple,40,-40,25
#544793,purple,25,-40,35
#540765,purple,45,-35,20
#532671,purple,35,-35,25
#521691,purple,50,-55,25
#520074,purple,50,-45,20
#513886,purple,30,-40,30
#512031,purple,25,0,20
#510035,purple,40,-10,15
#492538,purple,20,-5,20
#492147,purple,25,-15,20
#480058,purple,45,-35,15
#473452,purple,15,-15,25
#472489,purple,40,-50,25
#462881,purple,35,-45,25
#460942,purple,35,-20,15
#454366,purple,10,-20,30
#453261,purple,20,-25,25
#450251,purple,40,-30,15
#440583,purple,50,-55,20
#432646,purple,20,-15,20
#430060,purple,45,-40,15
#423071,purple,25,-35,25
#421674,purple,40,-45,20
#412355,purple,25,-25,20
#410458,purple,40,-35,15
#410023,purple,35,-5,10
#401634,purple,25,-10,15
#401142,purple,30,-20,15
#390045,purple,40,-30,10
#381451,purple,30,-30,15
#370430,purple,30,-15,10
#360076,purple,50,-55,15
#352564,purple,25,-35,20
#351849,purple,25,-25,15
#340967,purple,40,-45,15
#340537,purple,30,-20,10
#330045,purple,35,-30,10
#321558,purple,30,-35,15
#301951,purple,25,-30,15
#300019,purple,30,-5,5
#260453,purple,35,-40,10
#220040,purple,35,-35,5
#210039,purple,30,-30,5
#99566b,purple,30,0,45
#98008b,purple,65,-35,35
#97127b,purple,60,-25,35
#97009c,purple,70,-45,35
#95265c,purple,50,-5,35
#94548c,purple,35,-20,45
#93577c,purple,30,-10,45
#93519d,purple,40,-30,45
#92465f,purple,35,0,40
#91207b,purple,55,-25,35
#91178b,purple,60,-35,35
#90286b,purple,50,-15,35
#90089c,purple,65,-45,35
#89006f,purple,60,-25,30
#88345b,purple,40,-5,35
#88075f,purple,55,-15,30
#86487f,purple,35,-20,40
#84317b,purple,45,-25,35
#83626b,purple,15,0,45
#83366b,purple,40,-15,35
#83007e,purple,60,-35,30
#82269b,purple,55,-45,35
#82185f,purple,50,-15,30
#82008e,purple,65,-45,30
#79424b,purple,25,5,35
#78009e,purple,65,-55,30
#78005b,purple,55,-20,25
#77536f,purple,20,-10,40
#77507f,purple,25,-20,40
#77004c,purple,50,-10,25
#76565f,purple,15,0,40
#76406b,purple,30,-15,35
#76295f,purple,40,-15,30
#76246e,purple,45,-25,30
#75435b,purple,25,-5,35
#74398b,purple,40,-35,35
#74168e,purple,55,-45,30
#73638c,purple,15,-20,45
#72619d,purple,20,-30,45
#72359b,purple,45,-45,35
#72045a,purple,50,-20,25
#72006a,purple,55,-30,25
#71114b,purple,45,-10,25
#69345e,purple,30,-15,30
#69306e,purple,35,-25,30
#69213c,purple,35,0,25
#68649c,purple,15,-30,45
#68374f,purple,25,-5,30
#67577f,purple,15,-20,40
#67486a,purple,20,-15,35
#66457a,purple,25,-25,35
#65558f,purple,20,-30,40
#65224b,purple,35,-10,25
#65004e,purple,50,-20,20
#64428b,purple,30,-35,35
#64298e,purple,45,-45,30
#63263c,purple,30,0,25
#62385e,purple,25,-15,30
#61356e,purple,30,-25,30
#60409b,purple,35,-45,35
#60249e,purple,50,-55,30
#59295a,purple,30,-20,25
#58055d,purple,45,-30,20
#57449b,purple,30,-45,35
#57377e,purple,30,-35,30
#57006c,purple,50,-40,20
#53348e,purple,35,-45,30
#53174e,purple,35,-20,20
#53007c,purple,55,-50,20
#53002e,purple,40,-5,15
#52304b,purple,20,-10,25
#52115d,purple,40,-30,20
#49406e,purple,15,-25,30
#49388e,purple,30,-45,30
#49083b,purple,35,-15,15
#49004a,purple,40,-25,15
#48156c,purple,40,-40,20
#46253f,purple,20,-10,20
#46224e,purple,25,-20,20
#45008b,purple,55,-60,20
#43374a,purple,10,-10,25
#43152d,purple,25,-5,15
#43103b,purple,30,-15,15
#42355a,purple,15,-20,25
#37216c,purple,30,-40,20
#37003e,purple,35,-25,10
#35006f,purple,45,-50,15
#34004c,purple,40,-35,10
#33285d,purple,20,-30,20
#33105f,purple,35,-40,15
#31063e,purple,30,-25,10
#27005b,purple,40,-45,10
#9987c5,purple,20,-30,60
#9973c1,purple,30,-35,55
#9962aa,purple,35,-30,50
#9944ff,purple,70,-80,50
#9867f6,purple,50,-65,55
#9858d6,purple,50,-55,50
#9844bf,purple,55,-50,45
#9785d7,purple,25,-40,60
#9739d9,purple,65,-65,45
#9679a6,purple,20,-20,55
#9671d2,purple,35,-45,55
#9650f0,purple,60,-70,50
#9620fc,purple,80,-85,45
#9577b8,purple,25,-30,55
#9565a2,purple,30,-25,50
#9549b6,purple,50,-45,45
#9525ba,purple,65,-55,40
#9500dc,purple,80,-75,40
#9463b3,purple,35,-35,50
#9433a1,purple,55,-40,40
#9387ce,purple,20,-35,60
#9382e9,purple,30,-50,60
#9374c9,purple,30,-40,55
#9354e7,purple,55,-65,50
#9300a4,purple,70,-50,35
#9260c4,purple,40,-45,50
#9245c8,purple,55,-55,45
#9234eb,purple,70,-75,45
#9179af,purple,20,-25,55
#9166aa,purple,30,-30,50
#9164ff,purple,55,-75,55
#9159de,purple,50,-60,50
#9072db,purple,35,-50,55
#9000ee,purple,85,-85,40
#8978c9,purple,25,-40,55
#8964c4,purple,35,-45,50
#8900b4,purple,70,-60,35
#8872e4,purple,35,-55,55
#8756a5,purple,35,-35,45
#8742e2,purple,60,-70,45
#8731c2,purple,60,-60,40
#8711ac,purple,65,-55,35
#8700f7,purple,85,-90,40
#8601ee,purple,80,-85,40
#8575db,purple,30,-50,55
#8567bb,purple,30,-40,50
#8547d9,purple,55,-65,45
#8541a0,purple,45,-40,40
#8517e5,purple,75,-80,40
#8500c5,purple,75,-70,35
#8462d5,purple,40,-55,50
#8453b6,purple,40,-45,45
#8452ff,purple,60,-80,50
#8438ba,purple,55,-55,40
#8323dc,purple,70,-75,40
#8301bd,purple,70,-65,35
#8265cd,purple,35,-50,50
#8257f9,purple,55,-75,50
#8231ff,purple,75,-90,45
#8157ae,purple,35,-40,45
#8138fc,purple,70,-85,45
#8115b4,purple,65,-60,35
#8050c7,purple,45,-55,45
#8033cb,purple,60,-65,40
#7951d0,purple,45,-60,45
#7943b1,purple,45,-50,40
#7922b4,purple,60,-60,35
#7835d3,purple,60,-70,40
#7769cd,purple,30,-50,50
#7747a9,purple,40,-45,40
#7655c7,purple,40,-55,45
#7600df,purple,80,-85,35
#7571aa,purple,15,-30,50
#7500d6,purple,75,-80,35
#7459bf,purple,35,-50,45
#7446f3,purple,60,-80,45
#7430a3,purple,50,-50,35
#7300a7,purple,65,-60,30
#7244b9,purple,45,-55,40
#7220f6,purple,75,-90,40
#7129ed,purple,70,-85,40
#7125bd,purple,60,-65,35
#7053d9,purple,45,-65,45
#7048b1,purple,40,-50,40
#7031e5,purple,65,-80,40
#6927c5,purple,60,-70,35
#6849b9,purple,40,-55,40
#6633b4,purple,50,-60,35
#6538ac,purple,45,-55,35
#6500c0,purple,70,-75,30
#6450a8,purple,30,-45,40
#6404b7,purple,65,-70,30
#6314af,purple,60,-65,30
#6153a0,purple,25,-40,40
#6029ce,purple,60,-75,35
#5941a3,purple,35,-50,35
#5920af,purple,55,-65,30
#5826a6,purple,50,-60,30
#5500a9,purple,65,-70,25
#5400a1,purple,60,-65,25
#997cfb,purple,40,-60,60
#996ddb,purple,40,-50,55
#991c64,purple,55,-10,35
#986b78,purple,20,0,50
#985fbc,purple,40,-40,50
#984af9,purple,65,-75,50
#974ca6,purple,45,-35,45
#973c78,purple,45,-15,40
#972ca9,purple,60,-45,40
#971ac2,purple,70,-60,40
#970eff,purple,85,-90,45
#967ff2,purple,35,-55,60
