Hex,Term,Lab A,Lab B,lab L
#5627ff,blue,75,-100,40
#5577b2,blue,5,-35,50
#5568a5,blue,10,-35,45
#5487c0,blue,0,-35,55
#5425df,blue,65,-85,35
#5371d5,blue,20,-55,50
#5361c7,blue,25,-55,45
#5336c5,blue,50,-70,35
#5331cd,blue,55,-75,35
#5310f0,blue,75,-95,35
#5296ce,blue,-5,-35,60
#5281e3,blue,15,-55,55
#5252b9,blue,30,-55,40
#5179aa,blue,0,-30,50
#5100f9,blue,80,-100,35
#5089b7,blue,-5,-30,55
#5073cc,blue,15,-50,50
#5064be,blue,20,-50,45
#5054b1,blue,25,-50,40
#5010c8,blue,65,-80,30
#4867ff,blue,40,-80,50
#4864ff,blue,45,-85,50
#4859ea,blue,40,-75,45
#4856f3,blue,45,-80,45
#4853fc,blue,50,-85,45
#4795e0,blue,0,-45,60
#4787c9,blue,0,-40,55
#4749dc,blue,45,-75,40
#4745e4,blue,50,-80,40
#4741ed,blue,55,-85,40
#4650ca,blue,35,-65,40
#4562d0,blue,25,-60,45
#4553c2,blue,30,-60,40
#4538cd,blue,50,-75,35
#4537ff,blue,65,-95,40
#4533d6,blue,55,-80,35
#4443b4,blue,35,-60,35
#4397d7,blue,-5,-40,60
#4372de,blue,20,-60,50
#4365c7,blue,20,-55,45
#4355b9,blue,25,-55,40
#4346ab,blue,30,-55,35
#4332ff,blue,70,-100,40
#4328e7,blue,65,-90,35
#4289c0,blue,-5,-35,55
#4233a6,blue,40,-60,30
#4224bf,blue,55,-75,30
#4220f0,blue,70,-95,35
#4174d5,blue,15,-55,50
#4158b1,blue,20,-50,40
#4149a3,blue,25,-50,35
#4115d0,blue,65,-85,30
#4081ec,blue,15,-60,55
#4067be,blue,15,-50,45
#4007d9,blue,70,-90,30
#3986da,blue,5,-50,55
#3693f2,blue,5,-55,60
#3588d1,blue,0,-45,55
#3451d3,blue,35,-70,40
#3447b4,blue,30,-60,35
#3444bc,blue,35,-65,35
#3441c5,blue,40,-70,35
#3354ca,blue,30,-65,40
#3337a6,blue,35,-60,30
#3334ae,blue,40,-65,30
#3330b7,blue,45,-70,30
#3295e9,blue,0,-50,60
#3256c2,blue,25,-60,40
#3239d6,blue,50,-80,35
#3163d8,blue,25,-65,45
#3160e1,blue,30,-70,45
#3159b9,blue,20,-55,40
#3147ed,blue,50,-85,40
#3123a1,blue,45,-65,25
#3058fc,blue,45,-85,45
#3035df,blue,55,-85,35
#3027c8,blue,55,-80,30
#2975de,blue,15,-60,50
#2700cb,blue,70,-90,25
#2677d5,blue,10,-55,50
#2580fe,blue,20,-70,55
#2524f9,blue,70,-100,35
#2499d7,blue,-10,-40,60
#2480a1,blue,-15,-25,50
#2379cc,blue,5,-50,50
#2282f5,blue,15,-65,55
#2200ea,blue,75,-100,30
#1945c5,blue,35,-70,35
#1932bf,blue,45,-75,30
#1920b1,blue,50,-75,25
#1642cd,blue,40,-75,35
#1607a3,blue,55,-75,20
#1357ca,blue,25,-65,40
#1288da,blue,0,-50,55
#1255d3,blue,30,-70,40
#0494fb,blue,5,-60,60
#0400b4,blue,65,-85,20
#0362a0,blue,0,-40,40
#0166d8,blue,20,-65,45
#0099f1,blue,-5,-55,60
#0098e8,blue,-5,-50,60
#0097fb,blue,0,-60,60
#0096f2,blue,0,-55,60
#0091ae,blue,-25,-25,55
#0091a5,blue,-25,-20,55
#0090b7,blue,-20,-30,55
#0089e3,blue,0,-55,55
#0087ec,blue,5,-60,55
#0085f5,blue,10,-65,55
#0083fe,blue,15,-70,55
#0082a1,blue,-20,-25,50
#0081ff,blue,20,-75,55
#0081b2,blue,-15,-35,50
#0081a9,blue,-15,-30,50
#0078de,blue,10,-60,50
#0076e7,blue,15,-65,50
#0074f8,blue,20,-75,50
#0073f0,blue,20,-70,50
#0072a4,blue,-10,-35,45
#0071f9,blue,25,-75,50
#0071ad,blue,-5,-40,45
#0069d8,blue,15,-65,45
#0069d0,blue,15,-60,45
#0067e1,blue,20,-70,45
#0065ea,blue,25,-75,45
#0064e1,blue,25,-70,45
#0063f3,blue,30,-80,45
#0063a8,blue,0,-45,40
#0061ea,blue,30,-75,45
#0061b0,blue,5,-50,40
#0060fc,blue,35,-85,45
#0059ff,blue,45,-90,45
#0058d3,blue,25,-70,40
#0056db,blue,30,-75,40
#0053e4,blue,35,-80,40
#0052a3,blue,10,-50,35
#0050ed,blue,40,-85,40
#0050ab,blue,15,-55,35
#0049c5,blue,30,-70,35
#0048f6,blue,50,-90,40
#0046cd,blue,35,-75,35
#0045ff,blue,55,-95,40
#0043d6,blue,40,-80,35
#0043a6,blue,20,-60,30
#0041ff,blue,60,-100,40
#0040df,blue,45,-85,35
#0039f0,blue,55,-95,35
#0037e7,blue,55,-90,35
#0037bf,blue,40,-75,30
#0035f9,blue,60,-100,35
#0034c8,blue,45,-80,30
#0033f0,blue,60,-95,35
#0032a1,blue,30,-65,25
#0030d0,blue,50,-85,30
#0027ff,blue,70,-105,35
#0027e1,blue,60,-95,30
#0027b1,blue,45,-75,25
#0024d9,blue,60,-90,30
#0022ba,blue,50,-80,25
#0021ea,blue,65,-100,30
#0017ca,blue,60,-90,25
#0015ea,blue,70,-100,30
#0014a3,blue,50,-75,20
#0007f3,blue,75,-105,30
#0007cb,blue,65,-90,25
#0002b4,blue,60,-85,20
#0000fc,blue,80,-110,30
#0000d3,blue,70,-95,25
#989aca,blue,10,-25,65
#929ad3,blue,10,-30,65
#907dff,blue,40,-65,60
#899fc1,blue,0,-20,65
#888bce,blue,15,-35,60
#869dd3,blue,5,-30,65
#848dc5,blue,10,-30,60
#846dff,blue,45,-70,55
#829ce5,blue,10,-40,65
#818bd7,blue,15,-40,60
#799cee,blue,10,-45,65
#796eff,blue,45,-75,55
#788ce0,blue,15,-45,60
#777cd2,blue,20,-45,55
#765cf9,blue,50,-75,50
#763aff,blue,70,-90,45
#759ee5,blue,5,-40,65
#748ed7,blue,10,-40,60
#746cc4,blue,25,-45,50
#737fc9,blue,15,-40,55
#719aff,blue,15,-55,65
#718af2,blue,20,-55,60
#716fbb,blue,20,-40,50
#707ae4,blue,25,-55,55
#696fc4,blue,20,-45,50
#695dbf,blue,30,-50,45
#684cf3,blue,55,-80,45
#658bfb,blue,20,-60,60
#657bec,blue,25,-60,55
#652cf6,blue,70,-90,40
#649bff,blue,15,-60,65
#646bde,blue,30,-60,50
#633edc,blue,55,-75,40
#628df2,blue,15,-55,60
#627de3,blue,20,-55,55
#626dd5,blue,25,-55,50
#625ad0,blue,35,-60,45
#609dff,blue,10,-55,65
#605ec7,blue,30,-55,45
#596a94,blue,5,-25,45
#588c94,blue,-15,-10,55
#587d87,blue,-10,-10,50
#585b87,blue,10,-25,40
#579ba1,blue,-20,-10,60
#577cf5,blue,25,-65,55
#576ce7,blue,30,-65,50
#573fe5,blue,55,-80,40
#573bed,blue,60,-85,40
#567b99,blue,-5,-20,50
#565bd9,blue,35,-65,45
#562fff,blue,70,-95,40
#558cff,blue,20,-65,60
#558aa6,blue,-10,-20,55
#556ede,blue,25,-60,50
#556c8c,blue,0,-20,45
#555ed0,blue,30,-60,45
#554bca,blue,40,-65,40
#547eec,blue,20,-60,55
#545d7f,blue,5,-20,40
#542cd6,blue,60,-80,35
#539ab3,blue,-15,-20,60
#534ec2,blue,35,-60,40
#531ce8,blue,70,-90,35
#528efb,blue,15,-60,60
#523abc,blue,45,-65,35
#517d90,blue,-10,-15,50
#516e83,blue,-5,-15,45
#516a9c,blue,5,-30,45
#513eb4,blue,40,-60,35
#505b8f,blue,10,-30,40
#501bbf,blue,60,-75,30
#496e8b,blue,-5,-20,45
#494b93,blue,20,-40,35
#487d98,blue,-10,-20,50
#485c97,blue,10,-35,40
#479abc,blue,-15,-25,60
#476ba5,blue,5,-35,45
#476af9,blue,35,-75,50
#475de1,blue,35,-70,45
#474fff,blue,55,-90,45
#474d8a,blue,15,-35,35
#474cd3,blue,40,-70,40
#467aff,blue,30,-75,55
#467ab2,blue,0,-35,50
#466cf0,blue,30,-70,50
#465fd8,blue,30,-65,45
#463df6,blue,60,-90,40
#458da6,blue,-15,-20,55
#456fe7,blue,25,-65,50
#453fbc,blue,40,-65,35
#453e7d,blue,20,-35,30
#453cc5,blue,45,-70,35
#447cfe,blue,25,-70,55
#445e8f,blue,5,-30,40
#442edf,blue,60,-85,35
#436d9c,blue,0,-30,45
#432ab7,blue,50,-70,30
#427ff5,blue,20,-65,55
#427f90,blue,-15,-15,50
#422fae,blue,45,-65,30
#421ec8,blue,60,-80,30
#417caa,blue,-5,-30,50
#409cb3,blue,-20,-20,60
#395f97,blue,5,-35,40
#389eaa,blue,-25,-15,60
#378dae,blue,-15,-25,55
#369bc5,blue,-15,-30,60
#367bbb,blue,0,-40,50
#366da5,blue,0,-35,45
#334edc,blue,40,-75,40
#334aab,blue,25,-55,35
#333dcd,blue,45,-75,35
#333a9e,blue,30,-55,30
#326f9c,blue,-5,-30,45
#324ae4,blue,45,-80,40
#323d96,blue,25,-50,30
#322cbf,blue,50,-75,30
#317cb2,blue,-5,-35,50
#315eea,blue,35,-75,45
#315bf3,blue,40,-80,45
#314ca3,blue,20,-50,35
#312e88,blue,30,-50,25
#312b90,blue,35,-55,25
#311ea9,blue,50,-70,25
#308ac9,blue,-5,-40,55
#304f9b,blue,15,-45,35
#298cc0,blue,-10,-35,55
#276cb6,blue,5,-45,45
#274c56,blue,-10,-10,30
#273b61,blue,5,-25,25
#273aff,blue,65,-100,40
#270fe2,blue,70,-95,30
#267dff,blue,25,-75,55
#239eb3,blue,-25,-20,60
#236ead,blue,0,-40,45
#214a65,blue,-5,-20,30
#212f90,blue,30,-55,25
#208eb7,blue,-15,-30,55
#203f52,blue,-5,-15,25
#202c98,blue,35,-60,25
#199bce,blue,-15,-35,60
#173d61,blue,0,-25,25
#167dbb,blue,-5,-40,50
#150fff,blue,80,-110,35
#148fae,blue,-20,-25,55
#145a6a,blue,-15,-15,35
#142ec8,blue,50,-80,30
#135ac2,blue,20,-60,40
#133f59,blue,-5,-20,25
#131aba,blue,55,-80,25
#125cb9,blue,15,-55,40
#113fd6,blue,45,-80,35
#104b6d,blue,-5,-25,30
#084fe4,blue,40,-80,40
#083bdf,blue,50,-85,35
#074d65,blue,-10,-20,30
#059dc5,blue,-20,-30,60
#048ad1,blue,-5,-45,55
#023a78,blue,10,-40,25
#009fc5,blue,-25,-30,60
#009fbc,blue,-25,-25,60
#009dcd,blue,-20,-35,60
#009cd6,blue,-15,-40,60
#009adf,blue,-10,-45,60
#008ec0,blue,-15,-35,55
#008dd1,blue,-10,-45,55
#008cc8,blue,-10,-40,55
#008bda,blue,-5,-50,55
#007fbb,blue,-10,-40,50
#007ec3,blue,-5,-45,50
#007ccc,blue,0,-50,50
#007ad5,blue,5,-55,50
#006fff,blue,30,-80,50
#006fbe,blue,0,-50,45
#006fb6,blue,0,-45,45
#006dc7,blue,5,-55,45
#006dbe,blue,5,-50,45
#006cff,blue,35,-85,50
#006bcf,blue,10,-60,45
#006bc7,blue,10,-55,45
#005ff3,blue,35,-80,45
#005fb9,blue,10,-55,40
#005dc1,blue,15,-60,40
#005cfc,blue,40,-85,45
#005aca,blue,20,-65,40
#005a72,blue,-15,-20,35
#004eb4,blue,20,-60,35
#004e65,blue,-15,-20,30
#004e5d,blue,-15,-15,30
#004df6,blue,45,-90,40
#004d6d,blue,-10,-25,30
#004ced,blue,45,-85,40
#004cbc,blue,25,-65,35
#004b75,blue,-5,-30,30
#004aff,blue,50,-95,40
#004a7d,blue,0,-35,30
#003fa6,blue,25,-60,30
#003f61,blue,-5,-25,25
#003e70,blue,0,-35,25
#003e69,blue,0,-30,25
#003de7,blue,50,-90,35
#003dae,blue,30,-65,30
#003d78,blue,5,-40,25
#003c70,blue,5,-35,25
#003b80,blue,10,-45,25
#003ab7,blue,35,-70,30
#002fa9,blue,35,-70,25
#002f6c,blue,10,-40,20
#002ea1,blue,35,-65,25
#002df9,blue,65,-100,35
#002d73,blue,15,-45,20
#002cd9,blue,55,-90,30
#002b7b,blue,20,-50,20
#002aa9,blue,40,-70,25
#001e93,blue,40,-65,20
#001e6e,blue,25,-50,15
#001de2,blue,65,-95,30
#001dc2,blue,55,-85,25
#001b76,blue,30,-55,15
#000f62,blue,30,-50,10
#000ed3,blue,65,-95,25
#000e8e,blue,45,-70,15
#000dac,blue,55,-80,20
#000b86,blue,45,-65,15
#000b69,blue,35,-55,10
#98a8ea,blue,10,-35,70
#98a4ff,blue,20,-50,70
#96adcf,blue,0,-20,70
#94abe1,blue,5,-30,70
#94a6fd,blue,15,-45,70
#93c1c1,blue,-15,-5,75
#91afc6,blue,-5,-15,70
#90a9f4,blue,10,-40,70
#88aee1,blue,0,-30,70
#87c4c1,blue,-20,-5,75
#87a9fd,blue,10,-45,70
#86b3b4,blue,-15,-5,70
#85b2c6,blue,-10,-15,70
#84a2b8,blue,-5,-15,65
#83b0d8,blue,-5,-25,70
#83acf3,blue,5,-40,70
#82a0ca,blue,0,-25,65
#80b6aa,blue,-20,0,70
#79c6c1,blue,-25,-5,75
#79b6b3,blue,-20,-5,70
#79acfd,blue,5,-45,70
#79a6a6,blue,-15,-5,65
#78b4c6,blue,-15,-15,70
#78a4b8,blue,-10,-15,65
#75b3d8,blue,-10,-25,70
#75a2ca,blue,-5,-25,65
#74aff3,blue,0,-40,70
#73bfff,blue,-5,-40,75
#72b6bc,blue,-20,-10,70
#72a6af,blue,-15,-10,65
#71a1dc,blue,0,-35,65
#70c6ca,blue,-25,-10,75
#70b1ea,blue,-5,-35,70
#70a5c1,blue,-10,-20,65
#69c8c1,blue,-30,-5,75
#69b7c5,blue,-20,-15,70
#68c3ef,blue,-15,-30,75
#68affc,blue,0,-45,70
#67a5ca,blue,-10,-25,65
#66d9cf,blue,-35,-5,80
#66c7d3,blue,-25,-15,75
#66a1e5,blue,0,-40,65
#65b5d8,blue,-15,-25,70
#64a9af,blue,-20,-10,65
#63b1f3,blue,-5,-40,70
#62b9bc,blue,-25,-10,70
#61c5e6,blue,-20,-25,75
#61a7c1,blue,-15,-20,65
#61a3dc,blue,-5,-35,65
#60c2ff,blue,-10,-40,75
#59d9d8,blue,-35,-10,80
#59b0ff,blue,0,-50,70
#58b5e1,blue,-15,-30,70
#58a2ee,blue,0,-45,65
#57b9c5,blue,-25,-15,70
#56a8ca,blue,-15,-25,65
#54b2fc,blue,-5,-45,70
#54abaf,blue,-25,-10,65
#53d4ff,blue,-20,-35,80
#53c6ef,blue,-20,-30,75
#53a4e5,blue,-5,-40,65
#52c9d3,blue,-30,-15,75
#51b7d8,blue,-20,-25,70
#49cbca,blue,-35,-10,75
#48b6ea,blue,-15,-35,70
#48abb8,blue,-25,-15,65
#48a8d3,blue,-15,-30,65
#47c4ff,blue,-15,-40,75
#47a2f7,blue,0,-50,65
#41d8f4,blue,-30,-25,80
#41c9dc,blue,-30,-20,75
#41bbc5,blue,-30,-15,70
#41aaca,blue,-20,-25,65
#41a5ee,blue,-5,-45,65
#40b8e1,blue,-20,-30,70
#38b5fc,blue,-10,-45,70
#38acc1,blue,-25,-20,65
#37bad7,blue,-25,-25,70
#36cbd3,blue,-35,-15,75
#35c8ef,blue,-25,-30,75
#34daea,blue,-35,-20,80
#34a8dc,blue,-15,-35,65
#31a1ff,blue,5,-60,65
#30d6ff,blue,-25,-35,80
#30b6f3,blue,-15,-40,70
#29c5ff,blue,-15,-45,75
#27cae6,blue,-30,-25,75
#25b8ea,blue,-20,-35,70
#24a5f7,blue,-5,-50,65
#20d8fd,blue,-30,-30,80
#14bae1,blue,-25,-30,70
#11ccdc,blue,-35,-20,75
#11a0aa,blue,-30,-15,60
#08a9e5,blue,-15,-40,65
#05aec0,blue,-30,-20,65
#03b5ff,blue,-10,-50,70
#00dbfd,blue,-35,-30,80
#00daf4,blue,-35,-25,80
#00d9ff,blue,-30,-35,80
#00cedc,blue,-40,-20,75
#00cdd3,blue,-40,-15,75
#00cce5,blue,-35,-25,75
#00cbf8,blue,-30,-35,75
#00caef,blue,-30,-30,75
#00c9ff,blue,-25,-40,75
#00c8f8,blue,-25,-35,75
#00c7ff,blue,-20,-45,75
#00bfc5,blue,-40,-15,70
#00bece,blue,-35,-20,70
#00bce0,blue,-30,-30,70
#00bcd7,blue,-30,-25,70
#00bbea,blue,-25,-35,70
#00b9f3,blue,-20,-40,70
#00b7fc,blue,-15,-45,70
#00b0c0,blue,-35,-20,65
#00afb7,blue,-35,-15,65
#00aec9,blue,-30,-25,65
#00add2,blue,-25,-30,65
#00abe5,blue,-20,-40,65
#00abdc,blue,-20,-35,65
#00aaee,blue,-15,-45,65
#00a8f7,blue,-10,-50,65
#00a6ff,blue,-5,-55,65
#00a4ff,blue,0,-60,65
#00a0b3,blue,-30,-20,60
#9fa8e1,blue,10,-30,70
#9ca6f4,blue,15,-40,70
#9c8dff,blue,35,-60,65
#9baad8,blue,5,-25,70
#9a95e5,blue,20,-40,65
#8f98e5,blue,15,-40,65
#8e80fb,blue,35,-60,60
#8dc3b8,blue,-20,0,75
#8d94ff,blue,25,-55,65
#8d9dca,blue,5,-25,65
#8cb1bd,blue,-10,-10,70
#8c88d7,blue,20,-40,60
#8ba7ff,blue,15,-50,70
#8b83f2,blue,30,-55,60
#8b9bdc,blue,10,-35,65
#8b8dbc,blue,10,-25,60
#8aafcf,blue,-5,-20,70
#8a96f7,blue,20,-50,65
#7fb4bd,blue,-15,-10,70
#7faeea,blue,0,-35,70
#7f87f2,blue,25,-55,60
#7f73ed,blue,35,-60,55
#7f7bc9,blue,20,-40,55
#7ea4af,blue,-10,-10,65
#7e80af,blue,10,-25,55
#7e9edc,blue,5,-35,65
#7db2cf,blue,-10,-20,70
#7daaff,blue,10,-50,70
#7da2c1,blue,-5,-20,65
#7d76e4,blue,30,-55,55
#7d9af7,blue,15,-50,65
#7d8ece,blue,10,-35,60
#7c92b3,blue,0,-20,60
#7c89e9,blue,20,-50,60
#7b7ec0,blue,15,-35,55
#7ab0e1,blue,-5,-30,70
#7aa0d3,blue,0,-30,65
#7a79db,blue,25,-50,55
#6fb5cf,blue,-15,-20,70
#6f85a6,blue,0,-20,55
#6e71b2,blue,15,-35,50
#6e9df7,blue,10,-50,65
#6e8de9,blue,15,-50,60
#6e6ad5,blue,30,-55,50
#6d7ddb,blue,20,-50,55
#6cadff,blue,5,-50,70
#6ca8a6,blue,-20,-5,65
#6ca3d3,blue,-5,-30,65
#6c9999,blue,-15,-5,60
#6c93c5,blue,0,-30,60
#6c83b7,blue,5,-30,55
#6c6dcd,blue,25,-50,50
#6bb8b3,blue,-25,-5,70
#6b97aa,blue,-10,-15,60
#6b72ff,blue,40,-75,55
#6ab3e1,blue,-10,-30,70
#6aa7b8,blue,-15,-15,65
#6a879d,blue,-5,-15,55
#6a74aa,blue,10,-30,50
#6a9fee,blue,5,-45,65
#6a8fe0,blue,10,-45,60
#6a7fd2,blue,15,-45,55
#6a5eff,blue,50,-80,50
#5fc9ca,blue,-30,-10,75
#5f86b7,blue,0,-30,55
#5f80da,blue,15,-50,55
#5f70cc,blue,20,-50,50
#5f4ac2,blue,40,-60,40
#5eb7cf,blue,-20,-20,70
#5eb3ea,blue,-10,-35,70
#5e96c5,blue,-5,-30,60
#5e90e9,blue,10,-50,60
#5e77aa,blue,5,-30,50
#5e60bf,blue,25,-50,45
#5e8a9d,blue,-10,-15,55
#5e4db9,blue,35,-55,40
#5d679c,blue,10,-30,45
#5d99aa,blue,-15,-15,60
#5d7b90,blue,-5,-15,50
#5ca6d3,blue,-10,-30,65
#5ca0f7,blue,5,-50,65
#5c82d2,blue,10,-45,55
#5c73c4,blue,15,-45,50
#5c51b1,blue,30,-50,40
#5c00d1,blue,75,-85,30
#5ba9b8,blue,-20,-15,65
#5b92e0,blue,5,-45,60
#5b63b6,blue,20,-45,45
#5b62ff,blue,45,-80,50
#5b00c8,blue,70,-80,30
#5ac7dc,blue,-25,-20,75
#5ac4f8,blue,-15,-35,75
#5a88ae,blue,-5,-25,55
#5a79a1,blue,0,-25,50
#5a76ff,blue,35,-75,55
#5a66f9,blue,40,-75,50
#5a49ff,blue,60,-90,45
#5a4dfc,blue,55,-85,45
#4fbbbc,blue,-30,-10,70
#4fa9c1,blue,-20,-20,65
#4f90f2,blue,10,-55,60
#4f83da,blue,10,-50,55
#4f42ab,blue,35,-55,35
#4f28af,blue,50,-65,30
#4f22b7,blue,55,-70,30
#4f00d9,blue,75,-90,30
#4f00d0,blue,70,-85,30
#4f9eff,blue,10,-60,65
#4f8c9d,blue,-15,-15,55
#4eb4f3,blue,-10,-40,70
#4ea6dc,blue,-10,-35,65
#4e66b6,blue,15,-45,45
#4e45a3,blue,30,-50,35
#4e4d82,blue,15,-30,35
#4d98c5,blue,-10,-30,60
#4d76c4,blue,10,-45,50
#4d57a8,blue,20,-45,40
#4d9caa,blue,-20,-15,60
#4d7ba1,blue,-5,-25,50
#4d6c94,blue,0,-25,45
#4d5e87,blue,5,-25,40
#4c707b,blue,-10,-10,45
#4c489b,blue,25,-45,35
#4c93e9,blue,5,-50,60
#4bd6fd,blue,-25,-30,80
#4bc8e6,blue,-25,-25,75
#4ba0ff,blue,5,-55,65
#4b85d2,blue,5,-45,55
#4b69ad,blue,10,-40,45
#4b03a9,blue,60,-70,25
#4b00b1,blue,65,-75,25
#4b7f87,blue,-15,-10,50
#4b5aa0,blue,15,-40,40
#4b4f7a,blue,10,-25,35
#4ad9e1,blue,-35,-15,80
#4ab9ce,blue,-25,-20,70
#4a78bb,blue,5,-40,50
#4a8bae,blue,-10,-25,55
#3fc6f8,blue,-20,-35,75
#3fb3ff,blue,-5,-50,70
#3f2199,blue,45,-60,25
#3f646e,blue,-10,-10,40
#3f436d,blue,10,-25,30
#3f16f9,blue,75,-100,35
#3f14a9,blue,55,-70,25
#3f08b1,blue,60,-75,25
#3f6f94,blue,-5,-25,45
#3f5aa8,blue,15,-45,40
#3f4b9b,blue,20,-45,35
#3f1ba1,blue,50,-65,25
#3e2690,blue,40,-55,25
#3e727b,blue,-15,-10,45
#3e76cc,blue,10,-50,50
#3e69b6,blue,10,-45,45
#3e00e2,blue,75,-95,30
#3e00ba,blue,65,-80,25
#3e8e9d,blue,-20,-15,55
#3e3c8d,blue,25,-45,30
#3d99ce,blue,-10,-35,60
#3d84e3,blue,10,-55,55
#3d05ff,blue,80,-105,35
#3d00c2,blue,70,-85,25
#3d8fff,blue,15,-65,60
#3d8bb7,blue,-10,-30,55
#3d4e92,blue,15,-40,35
#3d2a88,blue,35,-50,25
#3c5472,blue,0,-20,35
#3c4666,blue,5,-20,30
#3c627f,blue,-5,-20,40
#3c7ea1,blue,-10,-25,50
#3c5da0,blue,10,-40,40
#3c3f85,blue,20,-40,30
#3c2d80,blue,30,-45,25
#3ba7e5,blue,-10,-40,65
#3b0093,blue,55,-65,20
#3b098b,blue,50,-60,20
#3b009b,blue,60,-70,20
#3a3079,blue,25,-40,25
#3a718b,blue,-10,-20,45
#3a508a,blue,10,-35,35
#3a427d,blue,15,-35,30
#3a91fb,blue,10,-60,60
#3a78c3,blue,5,-45,50
#3a6bad,blue,5,-40,45
#2f5672,blue,-5,-20,35
#2f4285,blue,15,-40,30
#2f158b,blue,45,-60,20
#2f65d0,blue,20,-60,45
#2f43f6,blue,55,-90,40
#2f17b1,blue,55,-75,25
#2f8fa5,blue,-20,-20,55
#2f5bb1,blue,15,-50,40
#2f1f7b,blue,35,-50,20
#2f1a83,blue,40,-55,20
#2e8190,blue,-20,-15,50
#2e3478,blue,20,-40,25
#2e2274,blue,30,-45,20
#2e54ff,blue,50,-90,45
#2e30e7,blue,60,-90,35
#2e21d0,blue,60,-85,30
#2e9cbc,blue,-20,-25,60
#2e0eba,blue,60,-80,25
#2e0d93,blue,50,-65,20
#2dadb8,blue,-30,-15,65
#2d5192,blue,10,-40,35
#2d266c,blue,25,-40,20
#2d029b,blue,55,-70,20
#2d70f0,blue,25,-70,50
#2d68c7,blue,15,-55,45
#2d6df9,blue,30,-75,50
#2d6bff,blue,35,-80,50
#2d5da8,blue,10,-45,40
#2ca3ff,blue,0,-55,65
#2c7194,blue,-10,-25,45
#2c3771,blue,15,-35,25
#2c647e,blue,-10,-20,40
#2c457d,blue,10,-35,30
#2c97e0,blue,-5,-45,60
#2c00a3,blue,60,-75,20
#2c7ea9,blue,-10,-30,50
#2c4a5e,blue,-5,-15,30
#2bbcce,blue,-30,-20,70
#2baad3,blue,-20,-30,65
#2b1267,blue,35,-45,15
#2b0376,blue,45,-55,15
#2b007e,blue,50,-60,15
#2b72e7,blue,20,-65,50
#2b19d9,blue,65,-90,30
#2b00c2,blue,65,-85,25
#2b6abe,blue,10,-50,45
#2b3fff,blue,60,-95,40
#2b0b6f,blue,40,-50,15
#2a3969,blue,10,-30,25
#2a586a,blue,-10,-15,35
#2a538a,blue,5,-35,35
#2a5fa0,blue,5,-40,40
#2a2bf0,blue,65,-95,35
#1f4196,blue,20,-50,30
#1f3778,blue,15,-40,25
#1f1867,blue,30,-45,15
#1f136e,blue,35,-50,15
#1f84ec,blue,10,-60,55
#1f29a1,blue,40,-65,25
#1f3e9e,blue,25,-55,30
#1f3ca6,blue,30,-60,30
#1f2c64,blue,15,-35,20
#1f1c8b,blue,40,-60,20
#1f1bff,blue,75,-105,35
#1eacc9,blue,-25,-25,65
#1e438d,blue,15,-45,30
#1e39ae,blue,35,-65,30
#1e0e76,blue,40,-55,15
#1d7583,blue,-20,-15,45
#1d3971,blue,10,-35,25
#1d1793,blue,45,-65,20
#1d077e,blue,45,-60,15
#1d70a5,blue,-5,-35,45
#1d7bc3,blue,0,-45,50
#1c5872,blue,-10,-20,35
#1c4585,blue,10,-40,30
#1c0062,blue,40,-50,10
#1c35b7,blue,40,-70,30
#1c25a9,blue,45,-70,25
#1c4c5e,blue,-10,-15,30
#1c4bb4,blue,25,-60,35
#1bc7ff,blue,-20,-40,75
#1b0069,blue,45,-55,10
#1b404a,blue,-10,-10,25
#1b48bc,blue,30,-65,35
#1b4dab,blue,20,-55,35
#1b3b69,blue,5,-30,25
#1abdc5,blue,-35,-15,70
#1aa7ee,blue,-10,-45,65
#1a8298,blue,-20,-20,50
#1a6587,blue,-10,-25,40
#1a0086,blue,50,-65,15
#1a119b,blue,50,-70,20
#1a86e3,blue,5,-55,55
#1a00f3,blue,80,-105,30
#1a4fa3,blue,15,-50,35
