Hex,L,A,B,green,blue,purple,red,pink,yellow,orange,brown,teal,lightblue,grey,limegreen,magenta,lightgreen,brightgreen,skyblue,cyan,turquoise,darkblue,darkgreen,aqua,olive,navyblue,lavender,fuchsia,black,royalblue,violet,hotpink,tan,forestgreen,lightpurple,neongreen,yellowgreen,maroon,darkpurple,salmon,peach,beige,lime,seafoamgreen,mustard,brightblue,lilac,seagreen,palegreen,bluegreen,mint,lightbrown,mauve,darkred,greyblue,burntorange,darkpink,indigo,periwinkle,bluegrey,lightpink,aquamarine,gold,brightpurple,grassgreen,redorange,bluepurple,greygreen,kellygreen,puke,rose,darkteal,babyblue,paleblue,greenyellow,brickred,lightgrey,darkgrey,white,brightpink,chartreuse,purpleblue,royalpurple,burgundy,goldenrod,darkbrown,lightorange,darkorange,redbrown,paleyellow,plum,offwhite,pinkpurple,darkyellow,lightyellow,mustardyellow,brightred,peagreen,khaki,orangered,crimson,deepblue,springgreen,cream,palepink,yelloworange,deeppurple,pinkred,pastelgreen,sand,rust,lightred,taupe,armygreen,robinseggblue,huntergreen,greenblue,lightteal,cerulean,flesh,orangebrown,slateblue,slate,coral,blueviolet,ochre,leafgreen,electricblue,seablue,midnightblue,steelblue,brick,palepurple,mediumblue,burntsienna,darkmagenta,eggplant,sage,darkturquoise,puce,bloodred,neonpurple,mossgreen,terracotta,oceanblue,yellowbrown,brightyellow,dustyrose,applegreen,neonpink,skin,cornflowerblue,lightturquoise,wine,deepred,azure
#bc3f3b,45,50,30,0,0,0,99,9,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,3,5,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,3,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0
#34865c,50,-35,15,168,3,0,0,0,0,0,0,52,0,0,0,0,2,0,0,0,14,0,30,5,3,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,12,2,18,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
#73c3e6,75,-15,-25,0,123,0,0,0,0,0,0,13,136,0,0,0,0,0,101,20,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
#8d7519,50,0,50,7,0,0,0,0,2,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,3,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
#604f43,35,5,10,0,0,2,0,0,0,0,57,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#002ea1,25,35,-65,0,325,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,22,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
#6eff4d,90,-70,70,271,0,0,0,0,2,0,0,0,0,0,104,0,80,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,0,0,0,0,0,30,2,0,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
#cc6820,55,35,55,0,0,0,3,0,0,142,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
#3d84e3,55,10,-55,0,407,0,0,0,0,0,0,4,92,0,0,0,0,0,78,7,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,6
#544437,30,5,10,0,0,0,0,0,0,0,58,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#d50935,45,70,35,0,0,0,294,32,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
#b2d097,80,-20,25,52,0,0,0,0,0,0,0,3,0,17,0,0,31,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,8,0,0,0,4,25,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
#3bb502,65,-60,65,829,0,0,0,0,0,0,0,0,0,0,44,0,26,51,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,10,0,7,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,22,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
#003dae,30,30,-65,0,364,5,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,29,0,0,0,13,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
#a38f5c,60,0,30,3,0,0,0,0,0,0,58,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6b62a5,45,20,-35,0,46,79,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,0,0,0,2,16,0,0,2,13,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,7,0,0,7,10,5,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#3058fc,45,45,-85,0,473,4,0,0,0,0,0,0,17,0,0,0,0,0,12,3,0,3,0,0,0,2,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2
#d24ec1,55,65,-35,0,0,104,0,106,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,8,29,0,0,15,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#d065e1,60,60,-45,0,0,106,0,65,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,28,13,0,0,17,2,0,0,40,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,2,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#9b1b5c,35,55,-5,0,0,84,9,23,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,19,0,0,9,2,0,0,2,0,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
#dadc00,85,-20,85,12,0,0,0,0,343,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,9,0,0,0,7,0,0,0,0,2,0,0,0,13,2,14,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
#001d36,10,0,-20,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,55,0,0,21,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#265c42,35,-25,10,80,2,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,4,0,60,0,3,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
#cd0085,45,75,-15,0,0,54,4,159,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,66,0,0,9,41,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
#c4f418,90,-40,85,64,0,0,0,0,92,0,0,0,0,0,66,0,18,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,82,0,0,0,0,0,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,32,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
#166d2a,40,-40,30,250,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,89,0,4,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
#a39f7a,65,-5,20,7,0,0,0,0,0,0,16,0,0,81,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1e0e76,15,40,-55,0,168,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,74,0,0,0,41,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#39eec0,85,-55,10,61,48,0,0,0,0,0,0,125,31,0,0,0,17,2,12,87,94,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,5,0,26,4,19,13,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,6,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2
#27b378,65,-50,20,266,5,0,0,0,0,0,0,91,0,0,0,0,20,2,0,5,39,0,5,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,20,0,0,0,31,6,27,12,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1ce0b2,80,-55,10,83,44,0,0,0,0,0,0,154,24,0,0,0,17,3,9,71,108,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,30,4,28,14,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,8,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
#e68dd9,70,45,-25,0,0,25,0,141,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,5,0,0,6,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#146c45,40,-35,15,152,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,6,0,64,2,3,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#bff27f,90,-35,50,58,0,0,0,0,5,0,0,0,0,0,15,0,60,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,2,12,3,0,0,0,2,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
#7aed7b,85,-55,45,158,0,0,0,0,0,0,0,5,0,0,16,0,106,9,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,19,0,0,0,11,24,0,25,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#0098e8,60,-5,-50,0,319,0,0,0,0,0,0,9,108,0,0,0,0,0,99,17,9,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,6
#c425df,50,80,-60,0,3,349,0,55,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,10,45,0,0,44,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#ff0feb,60,95,-50,0,0,52,0,158,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,53,0,0,6,47,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
#5eff92,90,-65,40,193,2,0,0,0,0,0,0,26,0,0,14,0,92,18,0,5,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,6,36,0,0,0,28,16,7,37,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8d734d,50,5,25,0,0,0,0,0,0,0,95,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#703248,30,30,0,0,0,40,5,2,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
